LithologyCode,LithNumber,OldIDNumber,LAT,NS,LONG,EW,Continent,Country,GeogComments,start,end,LMU,Period,Stage,AgeComments,Lithology,Formation,LithComments,PrimaryReference,SeeAlso,LocalURN
C,146,C5180.1,15.5,N,5.5,E,Africa,Nigeria,Sokota Basin,89.8,66,Upper,Cretaceous,Maastrichtian,,Coals,Sokata Basin Unit A,,Alam(1986),,146
C,147,C5181,15,N,15,E,Africa,Senegal,,89.8,66,Upper,Cretaceous,,,Coals,,in boreholes,Weaver et al.(1990),,147
C,148,C5182,10.5,N,46,E,Africa,Somalia,Het Het east of Berbera,89.8,66,Upper,Cretaceous,Maastrichtian,,Coals,,,Schrank(1994),,148
C,149,C5182.1,11.6,N,50.4,E,Africa,Somalia, ,89.8,66,Upper,Cretaceous,Campanian,,Coals,Yesomma Sandstone,,Fantozzi Ali Kassim(2002),,149
C,150,C5183,19,N,30,E,Africa,Sudan,near Dangola and Hamur,89.8,66,Upper,Cretaceous,,,Coals,,,Weaver et al.(1990),,150
C,151,C5184,-5,S,35,E,Africa,Tanzania,,89.8,66,Upper,Cretaceous,upper Senonian,,Coals,,lignite,Kent et al.(1971  p. 56),,151
C,152,C5186,49,N,122,E,Asia,China,North China:northern High Xinghan,89.8,66,Upper,Cretaceous,,,Coals,,,The Beijing Acad. Of Coal Sci.(1959),,152
C,153,C5186.1,42.8,N,130.3,E,Asia,China,North China:Jiayin Heilongjiang,89.8,66,Upper,Cretaceous,,,Coals,,,Chen Pei-ji(written comm. 1997),,153
C,154,C5187,24,N,116,E,Asia,China,South China:Xingning,89.8,66,Upper,Cretaceous,,,Coals,Dengta Group,,The Compiling Group of the Regional Stratgraphic Chart of central-South China(1974),,154
C,155,C5189,65,N,175,E,Asia,C.I.S.(fmr USSR),Anadyr Basin,89.8,66,Upper,Cretaceous,Cenomanian,and younger,Coals,,,Krassilov(1992),,155
C,156,C5191,50,N,142,E,Asia,C.I.S.(fmr USSR),Sakhalin Basin,89.8,66,Upper,Cretaceous,Coniacian-Maastrichtian,,Coals,,,Krassilov(1992),,156
C,157,C5192,50,N,130,E,Asia,C.I.S.(fmr USSR),Zeja-Burejan Basin,89.8,66,Upper,Cretaceous,,,Coals,,,Krassilov(1992),,157
C,158,C4848,50,N,143,E,Asia,C.I.S.(fmr USSR),Sakhalin Basin,89.8,66,Upper,Cretaceous,Campanian-Maastrichtian,,Coals,Krasnojarkovskaya and Bykovskaya Suites,,Alabushev(1995a),,158
C,159,C5194,65,N,165,E,Asia,C.I.S.(fmr USSR),Anadye-Koryak region,89.8,66,Upper,Cretaceous,,,Coals,,from a number of localities,Herman(1990),see also 1994,159
C,160,C5195,43,N,133,E,Asia,C.I.S.(fmr USSR),Primorye,89.8,66,Upper,Cretaceous,,,Coals,Podgorodnenskoye Suite,,Petroconsultants(1977),,160
C,161,C5196,63,N,147,E,Asia,C.I.S.(fmr USSR),Magadan,89.8,66,Upper,Cretaceous,,,Coals,Arkagaly Suite,,Petroconsultants(1977),,161
C,162,C5197,52,N,117,E,Asia,C.I.S.(fmr USSR),Chita,89.8,66,Upper,Cretaceous,,,Coals,Delyunskoye Suite,,Petroconsultants(1977),,162
C,163,C5198,62,N,165,E,Asia,C.I.S.(fmr USSR),Penzhina,89.8,66,Upper,Cretaceous,,,Coals,,,Petroconsultants(1977),,163
C,164,C5199,65,N,176,E,Asia,C.I.S.(fmr USSR),Anadyr Basin,89.8,66,Upper,Cretaceous,,,Coals,,,Petroconsultants(1977),,164
C,165,C5200,50,N,130,E,Asia,C.I.S.(fmr USSR),,89.8,66,Upper,Cretaceous,,,Coals,Kivdinskaya Suite,,The Rijks Geologische Dienst(1982),,165
C,166,C5201,68,N,123,E,Asia,C.I.S.(fmr USSR),Lena Coal Basin,89.8,66,Upper,Cretaceous,,,Coals,,,The Rijks Geologische Dienst(1982),,166
C,167,C5205,65,N,178,E,Asia,C.I.S.(fmr USSR),Anadyr Coalfield,89.8,66,Upper,Cretaceous,Senonian,,Coals,Rarytkinskaya Suite,,The Rijks Geologische Dienst(1982),,167
C,168,C5206,64,N,169,E,Asia,C.I.S.(fmr USSR),Markovskaya Area,89.8,66,Upper,Cretaceous,Senonian,,Coals,Rarytkinskaya Suite,,The Rijks Geologische Dienst(1982),,168
C,169,C5207,64,N,178,E,Asia,C.I.S.(fmr USSR),Anadyr Area,89.8,66,Upper,Cretaceous,Senonian,,Coals,Rarytkinskaya Suite,,The Rijks Geologische Dienst(1982),,169
C,170,C5208,63,N,179,E,Asia,C.I.S.(fmr USSR),Beringovskaya Area,89.8,66,Upper,Cretaceous,Senonian,,Coals,Barykovskaya and Koryakskaya Suites,,The Rijks Geologische Dienst(1982),,170
C,171,C5205.1,61,N,164,E,Asia,C.I.S.(fmr USSR),Anadyr region:Ajnyn Valley,89.8,66,Upper,Cretaceous,Campanian,,Coals,Mamatchinskaya,,Alabushev(1995b),,171
C,172,C5205.2,62.5,N,167,E,Asia,C.I.S.(fmr USSR),Anadyr region:Penzhina Valley,89.8,66,Upper,Cretaceous,Turonian Coniacian,,Coals,Penzhinskaya,,Alabushev(1995b),,172
C,173,C5205.3,64,N,170,E,Asia,C.I.S.(fmr USSR),Anadyr region:Main Valley,89.8,66,Upper,Cretaceous,Coniacian,,Coals,Slovutinskaya,,Alabushev(1995b),,173
C,174,C5205.4,60,N,170,E,Asia,C.I.S.(fmr USSR),Anadyr region:Pekulnoj Mountian Range,89.8,66,Upper,Cretaceous,Coniacian,,Coals,Slovutinskaya,,Alabushev(1995b),,174
C,175,C5193.1,47,N,138,E,Asia,C.I.S.(fmr USSR),Naiba River,89.8,66,Upper,Cretaceous,Santonian,,Coals,Avgustovka Coal Member,,Zhakarov et al.(1996),,175
C,176,C5211,4,N,115.5,E,Asia,East Malaysia,,89.8,66,Upper,Cretaceous,,,Coals,Long Bawan coal,,Sunarjo et al.(1988),,176
C,177,C5211.1,25.5,N,90.5,E,Asia,India,Garo Hills,89.8,66,Upper,Cretaceous,,,Coals,,,Fermor(1932),,177
C,178,C5211.2,23.2,N,80,E,Asia,India,,89.8,66,Upper,Cretaceous,Maastrichtian,,Coals,,intertrappean coal,Sahni et al.(1996),,178
C,179,C5213,37,N,141,E,Asia,Japan ,,89.8,66,Upper,Cretaceous,Coniacian-Santonian,,Coals,Kasamatso,,Matsukawa Obata(1994),,179
C,180,C5213.1,43,N,143,E,Asia,Japan ,Ishikary Belt in central Hokkaido,89.8,66,Upper,Cretaceous,,,Coals,,,Okada(1996),,180
C,181,C5213.3,40,N,141,E,Asia,Japan ,coast of northestern Honshu,89.8,66,Upper,Cretaceous,Santonian,,Coals,Taneichi,lignite,Yagishita(1994),,181
C,182,C5214,30,N,70,E,Asia,Pakistan,,89.8,66,Upper,Cretaceous,,Cretaceous-Tertiary,Coals,,,Teichmuller Durand(1983),,182
C,183,C5214.1,10.5,N,123.9,E,Asia,Philippines,Cebu,89.8,66,Upper,Cretaceous,,,Coals,,,Fernandez(1981  p.59),,183
C,184,C5219.1,-18,S,149,E,Australia,,Queensland:offshore Queensland,89.8,66,Upper,Cretaceous,Campanian and Maastrichtian,,Coals,,,Norvick et al.(2001  Fig. 5),,184
C,185,C5219.2,-37,S,136,E,Australia,,South Australia:Bight Basin,89.8,66,Upper,Cretaceous,Coniacian-Maastrichtian,,Coals,Potoroo,,Drexel Preiss(eds.  1995),,185
C,186,C5219.3,-40,S,146,E,Australia,,Victoria:Bass Basin,89.8,66,Upper,Cretaceous,Santonian to Maastrichtian,,Coals,,,Lennon et al.(1999),,186
C,187,C5218,-38,S,147,E,Australia,,Victoria:Gippsland Basin,89.8,66,Upper,Cretaceous,,,Coals,,,Smith(1982),see also Bodard et al.(1986);Norvick et al.(2001  Fig. 4  cite the Latrobe),187
C,188,C5219,-38,S,148,E,Australia,,Victoria:offshore Gippsland Basin,89.8,66,Upper,Cretaceous,,,Coals,,,Threfall et al.(1976),,188
C,189,C5220,-37,S,143,E,Australia,,Victoria,89.8,66,L - U?,Cretaceous,,,Coals,Curdies Frm- Sherbrook Group,,Ellenor(1976),,189
C,190,C5221,-34,S,123,E,Australia,,Western Australia:Great Australian Bight,89.8,66,L - U?,Cretaceous,,,Coals,,,Fielding(1992),,190
C,191,C5222,-33.5,S,124,E,Australia,,Western Australia:Great Australian Bight,89.8,66,L - U?,Cretaceous,,,Coals,,,Fielding(1992),,191
C,192,C5223,-32.5,S,126,E,Australia,,Western Australia:Great Australian Bight,89.8,66,L - U?,Cretaceous,,,Coals,,,Fielding(1992),,192
C,193,C5224,-35,S,128,E,Australia,,Western Australia:Great Australian Bight,89.8,66,L - U?,Cretaceous,,,Coals,,,Fielding(1992),,193
C,194,C5225,-35,S,130,E,Australia,,Western Australia:Great Australian Bight,89.8,66,L - U?,Cretaceous,,,Coals,,,Fielding(1992),,194
C,195,C5226,-35,S,132,E,Australia,,Western Australia:Great Australian Bight,89.8,66,L - U?,Cretaceous,,,Coals,,,Fielding(1992),,195
C,196,C5227,34.5,S,134,E,Australia,,Western Australia:Great Australian Bight,89.8,66,L - U?,Cretaceous,,,Coals,,,Fielding(1992),,196
C,197,C5228,47,N,13,E,Europe,Austria,,89.8,66,Upper,Cretaceous,,,Coals,,,Hoehne(1964  Table 2),,197
C,198,C5228.1,48,N,16,E,Europe,Austria,Muthmansdorf to the west of Wiener Neustadt,89.8,66,Upper,Cretaceous,,,Coals,Gosau Beds,,Pereda et al.(2001),,198
C,199,C5233,44,N,5,E,Europe,Austria,Piolenc,89.8,66,Upper,Cretaceous,Santonian,,Coals,,lignite,Mennessier(1949),,199
C,200,C5229,43,N,26,E,Europe,Bulgaria,,89.8,66,Upper,Cretaceous,,see Petrocunsultants(1977) for the Senonian Balkan Basin,Coals,,,Eskenazy(1982),,200
C,201,C5232,43.5,N,5,E,Europe,France,Fuveau,89.8,66,Upper,Cretaceous,Senonian,,Coals,,,Gorsky et al.(1967  sheet 10),,201
C,202,C5232.1,43.5,N,3.7,E,Europe,France,Villeveyrac,89.8,66,Upper,Cretaceous,Campanian,,Coals,,probable Campanian lignite,Suberbiola(2003),,202
C,203,C5237,44,N,5,E,Europe,France,Piolenc region,89.8,66,Upper,Cretaceous,Santonian,,Coals,,lignite,Triat(1982),,203
C,204,C5239,50.75,N,6,E,Europe,Germany,Aachen region,89.8,66,Upper,Cretaceous,Campanian,,Coals,,,Pfug(1959),,204
C,205,C5238,49,N,12,E,Europe,Germany,,89.8,66,Upper,Cretaceous,,Dill  written comm. (1995) Cenomanian to Coniacian,Coals,Parkstein,,Dill(1995),see also Dill et al.(1993),205
C,206,C5241,47,N,17,E,Europe,Hungary,Ajka,89.8,66,Upper,Cretaceous,Senonian,,Coals,,,Gorsky et al.(1967  sheet 10),see also Haas et al.(1992) Tomschey(1995),206
C,207,C5240,47,N,20,E,Europe,Hungary,,89.8,66,Upper,Cretaceous,Santonian,,Coals,,brown coal,Bardossy Kordos(1989  p. 142),,207
C,208,C5243,46,N,13,E,Europe,Italy,Cludinico,89.8,66,Upper,Cretaceous,Senonian,,Coals,,,Gorsky et al.(1967  sheet 10),,208
C,209,C5244,44,N,22,E,Europe,Rumania,Senonska-Zona,89.8,66,Upper,Cretaceous,Senonian,,Coals,,,Gorsky et al.(1967  sheet 11),,209
C,210,C5244.1,43,N,26,E,,,,89.8,66,,,,,Coals,,,,,210
C,211,C5245,46,N,23,E,Europe,Rumania,Hateg Basin,89.8,66,Upper,Cretaceous,Maastrichtian,,Coals,,,Grigorescu(1992),,211
C,212,C5245.1,45.5,N,14,E,Europe,Slovenia,near Trieste,89.8,66,Upper,Cretaceous,,,Coals,Liburnian,,Ogorelec et al.(1996),,212
C,213,C5246,43,N,-3,W,Europe,Spain,south of Bilbao,89.8,66,Upper,Cretaceous,Campanian,,Coals,,,Martins(1989  p. 126),,213
C,214,C5246.4,42,N,0.9,E,Europe,Spain,,89.8,66,Upper,Cretaceous,Maastrichtian,,Coals,lower part of the Tremp Frm,,Soler-Gijon Lopez-Martinez(1998),see also Lopez-Martinez et al.(1998),214
C,215,C5246.5,60,N,-4,W,Europe,United Kingdom,Scotland:North Rona  West Shetland and Faeroe-Shetland basins,89.8,66,Upper,Cretaceous,,,Coals,,,Stoker et al.(1993),,215
C,216,C5246.6,56.5,N,-6,W,Europe,United Kingdom,Scotland:Morvern Pennsula opposite to northeastern Mull,89.8,66,Upper,Cretaceous,possibly Maastrichtian,,Coals,Gribun,,Hancock(2000),,216
C,217,C5247,44,N,19,E,Europe,Frm Yugoslavia,eastern Serbia,89.8,66,Upper,Cretaceous,Senonian,,Coals,,many localities,Tsvetichanin(1976),,217
C,218,C5248,45,N,14,E,Europe,Frm Yugoslavia,Starski,89.8,66,Upper,Cretaceous,Senonian,,Coals,,,Gorsky et al.(1967  sheet 10),,218
C,219,C5249,44,N,22,E,Europe,Frm Yugoslavia,Vraska Kuka,89.8,66,L - U?,Cretaceous,,,Coals,,,Petroconsultants(1977),,219
C,220,C5250,-22,S,166,E,Europe,New Caladonia,,89.8,66,Upper,Cretaceous,Senonian,,Coals,,,Petroconsultants(1977),,220
C,221,C5251,-40,S,173,E,Europe,New Zealand,Collingwood Coalfield,89.8,66,Upper,Cretaceous,Senonian,,Coals,,,Petroconsultants(1977),see also Sherwood et al.(1992),221
C,222,C5252,-44,S,172,E,Europe,New Zealand,Acheron Valley Coalfield,89.8,66,Upper,Cretaceous,Senonian,,Coals,,,Petroconsultants(1977),see also Sherwood et al.(1992),222
C,223,C5253,-46,S,171,E,Europe,New Zealand,North Otago Coal Area,89.8,66,Upper,Cretaceous,Senonian,,Coals,,,Petroconsultants(1977),see also Sherwood et al.(1992),223
C,224,C5254,-43,S,172,E,Europe,New Zealand,Malvern Hills Coalfield,89.8,66,Upper,Cretaceous,Senonian,,Coals,,,Petroconsultants(1977),see also Sherwood et al.(1992),224
C,225,C5255,-46,S,170,E,Europe,New Zealand,Kaitangata Coalfield,89.8,66,Upper,Cretaceous,Senonian,,Coals,Taratu,,Petroconsultants(1977),see also Sherwood et al.(1992),225
C,226,C5256,-43,S,171,E,Europe,New Zealand,Paparoa Coal Measures Coalfield,89.8,66,Upper,Cretaceous,,,Coals,Greymouth and Pike River Paparoa Coal Measures,,Sherwood et al.(1992),see also Zhongsheng Li et al.(2001),226
C,227,C5257,-46,S,168,E,Europe,New Zealand,Ohai Coalfield,89.8,66,Upper,Cretaceous,,,Coals,Ohai Group,see also Shearer(1995) for Wairio and Morley Coal Measures,Sherwood et al.(1992),see also Zhongsheng Li et al.(2001),227
C,228,C5258,-46,S,167.5,E,Europe,New Zealand,Ohai Coalfield,89.8,66,Upper,Cretaceous,,,Coals,Morley and Wairio Coal Measures,,The Rijks Geologische Dienst(1982),,228
C,229,C5259,-46,S,169.5,E,Europe,New Zealand,Kaitangata Coalfield,89.8,66,Upper,Cretaceous,,,Coals,Taratu,,The Rijks Geologische Dienst(1982),,229
C,230,C5260,-49.5,S,169,E,Europe,New Zealand,offshore well,89.8,66,L - U?,Cretaceous,,,Coals,Hoiho Sequence coal,,The Rijks Geologische Dienst(1982),,230
C,231,C5260.1,-44,S,177,E,Europe,New Zealand,,89.8,66,L  - U,Cretaceous,Albian-Turonian,Stillwell(1998)redates The Chatham Islands L. Creta. based on megafossils as latest Creta. Santonian?-Maastrichtian,Coals,Tupuuangi-Rounceby Sandstone,,Austin et al.(1973),,231
C,232,C5260.2,-48,S,170,E,Europe,New Zealand,Great South Basin,89.8,66,Upper,Cretaceous,,,Coals,Taratu,,Killops et al.(1997),,232
C,233,C5260.3,-40,S,172.5,E,Europe,New Zealand,,89.8,66,Upper,Cretaceous,Maastrichtian,,Coals,Rakopi,,Kennedy et al.(2002),,233
C,234,C5261,80,N,-90,W,North America,Canada,Arctic,89.8,66,L  - U,Cretaceous,,Lower Cretaceous  mid Cretaceous and Upper Cretaceous-Tertiary,Coals,,,Ricketts Embry(1984),,234
C,235,C5262,73,N,-77,W,North America,Canada,Arctic:Pond Inlet  noerthern Baffin Isalnd,89.8,66,L - U?,Cretaceous,,,Coals,,,Jackson Sangster(1987),,235
C,236,C5263,65,N,-125,W,North America,Canada,Arcitc,89.8,66,L - U?,Cretaceous,,,Coals,Little Bear Summit Creek Frms,,Smith(1989),,236
C,237,C5264,68.7,N,-136.5,W,North America,Canada,Arctic,89.8,66,Upper,Cretaceous,Maastrichtian,also Paleocene,Coals,Aklak,,The Rijks Geologische Dienst(1982),,237
C,238,C5265,65.5,N,-135,W,North America,Canada,Arctic,89.8,66,Upper,Cretaceous,Cenomanian to Campanian,,Coals,Bonnet Plume,,Long(1986),,238
C,239,C5265.1,68.75,N,136.4,W,North America,Canada,Arctic:Mackenzie Delta region,89.8,66,L - U?,Cretaceous,,,Coals,Moose Channel,,Mountjoy(1967),,239
C,240,C5265.3,79,N,-91,W,North America,Canada,Arctic:Axel Heiberg Island and northern Ellesmere Islands,89.8,66,Upper,Cretaceous,Campanian-Maastrichtian,,Coals,Expedition,,Ricketts(1994),,240
C,241,C5266,52,N,-107,W,North America,Canada,Alberta British Columbia and Sakatchewan:Alberta and Sakatchewan,89.8,66,Upper,Cretaceous,,,Coals,Belly River Edmonton Frms,,McCrossan Glaister(1966),,241
C,242,C5267,50,N,-126,W,North America,Canada,Alberta British Columbia and Sakatchewan:Vancouver Island,89.8,66,Upper,Cretaceous,,,Coals,,,McCrossan Glaister(1966),,242
C,243,C5268,61,N,-137,W,North America,Canada,Alberta British Columbia and Sakatchewan:Alberta B.C. and the Yukon,89.8,66,Upper,Cretaceous,,also Early Tertiary,Coals,,,Douglas et al.(1970  Fig.VIII-37),,243
C,244,C5269,50,N,-114.5,W,North America,Canada,Alberta British Columbia and Sakatchewan:south-central Alberta,89.8,66,Upper,Cretaceous,Campanian,,Coals,,interlayered with calcretes,Jerzykiewicz Sweet(1988),,244
C,245,C5269.1,55,N,-130,W,North America,Canada,Alberta British Columbia and Sakatchewan:Sustut Sifton and Bower Basins,89.8,66,Upper,Cretaceous,,Yorath(1991)  says Albian-Campanian,Coals,Tango Creek,,Dawson(1995),,245
C,246,C5269.2,53.5,N,-131,W,North America,Canada,Alberta British Columbia and Sakatchewan,89.8,66,Upper,Cretaceous,,,Coals,Queen Charlotte Group,,Hannigan et al.(2001),,246
C,247,C5271,20,N,-75,W,North America,Cuba,Oriente Province(Mayari Arriba area),89.8,66,Upper,Cretaceous,,,Coals,,,Radocz Nagy(1983),,247
C,248,C5272,83,N,-40,W,North America,Greenland,Wandel Sea region of North Greenland,89.8,66,Upper,Cretaceous,Campanian,,Coals,,,Ziegler(1988 Pl. 28),,248
C,249,C5273,70,N,-53,W,North America,Greenland,west-central Greenland,89.8,66,L  - U,Cretaceous,,,Coals,,,Henderson et al.(1976),,249
C,250,C5274,75,N,-21,W,North America,Greenland,Hold with Hope East Greenland,89.8,66,Upper,Cretaceous,Santonian-Campanian,,Coals,,,Birklund Perch-Nielsen(1976  p. 333),,250
C,251,C5275,16,N,-90,W,North America,Guatemala,,89.8,66,Upper,Cretaceous,,,Coals,,lignite,Bohnenberger Dengo(1978),,251
C,252,C5275.1,18,N,-77,W,North America,Jamaica,,89.8,66,Upper,Cretaceous,,,Coals,Guinea Corn,lignite,Skelton et al.(1994),,252
C,253,C5277,31,N,-108,W,North America,Mexico,Chihuahua,89.8,66,L - U?,Cretaceous,,,Coals,Olmos,,Galicia(1991),,253
C,254,C5278,27.5,N,-101,W,North America,Mexico,Coahuila,89.8,66,L - U?,Cretaceous,,,Coals,Olmos,,Galicia(1991),,254
C,255,C5279,32,N,-109,W,North America,Mexico,,89.8,66,Upper,Cretaceous,,,Coals,,,Bohnenberger Dengo(1978),,255
C,256,C5280,20,N,-104,W,North America,Mexico,,89.8,66,Upper,Cretaceous,,,Coals,,,Bohnenberger Dengo(1978),,256
C,257,C5281,20,N,-97,W,North America,Mexico,,89.8,66,Upper,Cretaceous,,,Coals,,,Bohnenberger Dengo(1978),,257
C,258,C5282,29,N,-101,W,North America,Mexico,Chihuahua,89.8,66,Upper,Cretaceous,(Campanian),,Coals,Olmos (San Miguel) Frms,,Galicia(1991),,258
C,259,C5276,27,N,-102,W,North America,Mexico,Coahuila,89.8,66,Upper,Cretaceous,,,Coals,Navarra Group,,Ojeda-Rivera(1978),see also Petroconsultants(1977),259
C,260,C5284,32,N,-87,W,North America,United States,Alabama,89.8,66,Upper,Cretaceous,,,Coals,,,Culbertson(1964),,260
C,261,C5285,70,N,-150,W,North America,United States,Alaska:North Slope region,89.8,66,Upper,Cretaceous,Coniacian through Maastrichtian,,Coals,Colville Group,,Spicer et al.(1992),,261
C,262,C5286,67,N,-160,W,North America,United States,Alaska:Kallarichuk River,89.8,66,Upper,Cretaceous,,,Coals,,,Wahrhafitig et al.(1994),,262
C,263,C5287,65,N,-155,W,North America,United States,Alaska:lower part of the Yukon River,89.8,66,Upper,Cretaceous,,,Coals,Kaltag,,Sanders(1975),,263
C,264,C5288,65,N,-152,W,North America,United States,Alaska:near the confluence of the Yukon and Tanana Rivers,89.8,66,Upper,Cretaceous,,,Coals,,,Sanders(1975),,264
C,265,C5289,57,N,-157,W,North America,United States,Alaska:Alaska Peninsula,89.8,66,Upper,Cretaceous,,,Coals,,,Sanders(1975),,265
C,266,C5290,56,N,-160,W,North America,United States,Alaska,89.8,66,Upper,Cretaceous,Campanian-Maastrichtian,,Coals,Chignik,,Merritt(1986);Merritt McGhee(1986),,266
C,267,C5291,69,N,-150,W,North America,United States,Alaska,89.8,66,Upper,Cretaceous,,,Coals,Colville Group,,Merritt Hawley(1986),,267
C,268,C5292,67,N,-151,W,,,,89.8,66,,,,,Coals,,,,,268
C,269,C5293,60,N,-166,W,North America,United States,Alaska:Nunivak Island,89.8,66,Upper,Cretaceous,,,Coals,Kuskokwim Group,,Merritt Hawley(1986),,269
C,270,C5294,69,N,-154,W,North America,United States,Alaska,89.8,66,L - U?,Cretaceous,,,Coals,Killick Tongue of the Chandler Frm,,Spicer Herman(1996),,270
C,271,C5294.1,63.75,N,-149,W,North America,United States,Alaska,89.8,66,Upper,Cretaceous,late Campanian-early Maastrichtian,,Coals,Lower Cantwell,,Ridgway et al.(1997),,271
C,272,C5296,36,N,-110,W,North America,United States,Arizona:Black Mesa area,89.8,66,Upper,Cretaceous,Turonian-Coniacian,,Coals,Mancos Group,,Franczyk(1988),,272
C,273,C5297,36,N,-94,W,North America,United States,Arkansas,89.8,66,Upper,Cretaceous,,,Coals,Tokio,,Petroconsultants(1977),,273
C,274,C5298,42,N,-123,W,North America,United States,California,89.8,66,Upper,Cretaceous,Turonian-Coniacian,,Coals,Ditch Creek Sandstone Member of the Hornbrook Frm,,Zigler Nilsen(1984),,274
C,275,C5299,38,N,-104,W,North America,United States,Colorado ,89.8,66,L  - U,Cretaceous,Aptian to Maastrichtian,,Coals,Dakota Sandstone Mesaverde Group Fruitland Lance Laramie and Vermejo Frms,,Landis(1959),,275
C,276,C5305,37,N,-89,W,North America,United States,Kentucky:western Kentucky,89.8,66,Upper,Cretaceous,,,Coals,McNairy,lignite,Hower et al.(1990),,276
C,277,C5305.1,47,N,-93,W,North America,United States,Minnesota,89.8,66,Upper,Cretaceous,Coniacian and younger,,Coals,,,Setterholm(1994),,277
C,278,C5309,32,N,-90,W,North America,United States,Mississippi,89.8,66,Upper,Cretaceous,,,Coals,Tuscaloosa,lignite,Brown(1908),,278
C,279,C5309.1,37.25,N,-89,W,North America,United States,Missouri,89.8,66,Upper,Cretaceous,late Campanian-early Maastrichtian,,Coals,,lignite,Harrison Litwin(1997),,279
C,280,C5310,47,N,-107,W,North America,United States,Montana,89.8,66,L  - U,Cretaceous,,,Coals,,,Combo et al.(1949),,280
C,281,C5311,42,N,-102,W,North America,United States,Nebraska,89.8,66,Upper,Cretaceous,,,Coals,"Dakota Frm and younger ""Laramie""",,Pepperberg(1910),,281
C,282,C5313,33,N,-105,W,North America,United States,New Mexico,89.8,66,Upper,Cretaceous,,,Coals,,,Read et al.(1950),,282
C,283,C5314,32,N,-108,W,North America,United States,New Mexico,89.8,66,Upper,Cretaceous,Coniacian-Campanian,see also Wolfe Kirkland(1998) for Turonian and Coniacian,Coals,Crevasse Canyon,,Mack(199?),,283
C,284,C5315,36.5,N,-108,W,North America,United States,New Mexico:northwestern New Mexico,89.8,66,Upper,Cretaceous,Maastrichtian,,Coals,Kirtland Shale coals,,Lucas(1981),see also Lehman(1985),284
C,285,C5316,45,N,-100,W,North America,United States,North and South Dakota:South Dakota-North Dakota boundary area,89.8,66,Upper,Cretaceous,,,Coals,,,Denson(1950),,285
C,286,C5317,35,N,-98,W,North America,United States,Oklahoma,89.8,66,Upper,Cretaceous,,,Coals,,,Trumbull(1957),,286
C,287,C5318,40,N,-78,W,North America,United States,Pennsylvania:near Chambersburg,89.8,66,Upper,Cretaceous,probably late Turonian to early Campanian,,Coals,,lignite,Pierce(1965),,287
C,288,C5319,28,N,-100,W,North America,United States,Texas:Rio Grande region,89.8,66,Upper,Cretaceous,,,Coals,Navarra Group,,Stenzel(1946),,288
C,289,C5320,30.75,N,-105,W,North America,United States,Texas:Eagle Spring Coalfield,89.8,66,L - U?,Cretaceous,,,Coals,Chispa Summit,,The Rijks Geologische Dienst(1982),,289
C,290,C5321,30,N,-104,W,North America,United States,Texas:Terlingua region,89.8,66,Upper,Cretaceous,Maastrichtian,,Coals,,lignite and calcrete,Lehman(1989),,290
C,291,C5323,40,N,-112,W,North America,United States,Utah:Wasatch Plateau,89.8,66,Upper,Cretaceous,,,Coals,,,Spieker(1931),,291
C,292,C5325,39.5,N,-111.8,W,North America,United States,Utah:Eastern Sand Pitch Mountians,89.8,66,Upper,Cretaceous,Maastrichtian,,Coals,,,Lawton et al.(1993),,292
C,293,C5325.1,40.5,N,-108.5,W,North America,United States,Utah:Vernal area,89.8,66,Upper,Cretaceous,Campanian and Maastrichtian,,Coals,Mesaverde,,Doelling Graham(1972),,293
C,294,C5325.2,37.5,N,-109.5,W,North America,United States,Utah:La Sal-San Juan Coal Fields of southwestern Utah,89.8,66,Upper,Cretaceous,,,Coals,Mancos Shale,,Doelling Graham(1972),,294
