reference,location,biome,site,Phenology / Leaf Form,Growth Form / Stature,Common Name,Species Name,max_root_depth,method,profile,P_mm,Seasonality,PET_mm,Topo Position,wt_range,wtd,Texture / Type,Hardpan Nature,depth_m,bedrock,bed_depth,human,latitude,longitude,altitude,authornotes,notes,root_depth
"Bakker et al., 2006",SW France,Mediterran pine plantation,wet site,fern,herb,"bracken fern, eagle fern",Pteridium aquilinum,0.2,coring,yes,950,NA,NA,regional depression,0.4 - 0.8,0.7,"eaolian sand / Entic to Densic Podzol, 12.5cm O",spodic horizon,0.5,NA,NA,plantation,44.7211,-0.742,61,This species is only found at the wet site.,NA,0.2
"Bakker et al., 2006",SW France,Mediterran pine plantation,dry site,fern,herb,"bracken fern, eagle fern",Pteridium aquilinum,1.2,coring,yes,950,NA,NA,regional high,2.0 - 3.0,1.5,"eaolian sand / Entic to Densic Podzol, 5.5cm O",spodic horizon,0.3,NA,NA,plantation,44.5769,-0.8101,66,"Site fertility determined by organic matter content and depth of water table which is known to limit root growth... Humid site more fertile with 2-3fold higher total C and N... At humid site, total fine root biomass = 3.6t/ha and max rooting depth = ~0.9 m, so sampling effort down to 1.2 m was sufficient... Unable to conclude whether the absence of roots below 0.9 m at the humid site was due to  a hardpan (physical / chemical barrier) or high water table... At dry site, max rooting depth was estimated at 2.5–3.0 m so sampling was incomplete.",NA,1.2
"Bakker et al., 2006",SW France,Mediterran pine plantation,wet site,evergreen shrub,shrub,"common gorse, dwarf gorse","Ulex europaeus, U. minor",0.7,coring,yes,950,NA,NA,regional depression,0.4 - 0.8,0.7,"eaolian sand / Entic to Densic Podzol, 12.5cm O",spodic horizon,0.5,NA,NA,plantation,44.7211,-0.742,61,NA,NA,0.7
"Bakker et al., 2006",SW France,Mediterran pine plantation,dry site,evergreen shrub,shrub,"common gorse, dwarf gorse","Ulex europaeus, U. minor",1.3,coring,yes,950,NA,NA,regional high,2.0 - 3.0,1.5,"eaolian sand / Entic to Densic Podzol, 5.5cm O",spodic horizon,0.3,NA,NA,plantation,44.5769,-0.8101,66,NA,extrapolated from Fig.1,1.3
"Bakker et al., 2006",SW France,Mediterran pine plantation,dry site,evergreen shrub,shrub,"besom heath, bell heath, common heath","Erica scoparia, E. cinerea, Calluna vulgaris",1.4,coring,yes,950,NA,NA,regional high,2.0 - 3.0,1.5,"eaolian sand / Entic to Densic Podzol, 5.5cm O",spodic horizon,0.3,NA,NA,plantation,44.5769,-0.8101,66,NA,extrapolated from Fig.1,1.4
"Bannan, 1940","Ontario, CA, Lake Sup. N shore",Boreal forest,NA,deciduous needle-leaf,tree,larch,Larix laricina,1.2192000000000001,exavation,drawings,748,NA,NA,NA,NA,NA,"humus, glay, medium-coarse sand / Podzol",NA,NA,NA,NA,NA,48.7387,-86.3831,224,The mature larch trees examined had shallow root systems. In nine of the ten trees excavated only very few roots reached depths of one foot or slightly more (fig. 8).,lat-lon approx.,1.2192
"Bannan, 1940","Ontario, CA, Lake Sup. N shore",Boreal forest,NA,evergreen needle-leaf,tree,black spruce,Picea mariana,0.3,exavation,drawings,748,NA,NA,NA,NA,NA,"humus, glay, medium-coarse sand / Podzol",NA,NA,NA,NA,NA,48.7288,-86.3806,210,"The root habit of adult black spruce on the plain resembled that of the larch. Lateral roots were shallow, and tap roots were feebly developed at best.",lat-lon approx.,0.3
"Bannan, 1940","Ontario, CA, Lake Sup. N shore",Boreal forest,NA,evergreen needle-leaf,tree,white spruce,Picea glauca,1.3716000000000002,exavation,drawings,748,NA,NA,NA,NA,NA,"humus, glay, medium-coarse sand / Podzol",NA,NA,NA,NA,NA,48.7327,-86.3711,243,The root systems of the larger white spruce trees were exceedingly variable in form. Six of the ten trees studied had recognizable tap roots.,lat-lon approx.,1.3716000000000002
"Bannan, 1940","Ontario, CA, Lake Sup. N shore",Boreal forest,NA,evergreen needle-leaf,tree,jack pine,Pinus Banksiana,1.524,exavation,drawings,748,NA,NA,NA,NA,NA,"humus, glay, medium-coarse sand / Podzol",NA,NA,NA,NA,NA,48.7276,-86.3666,242,"Adult jack pine had the deepest root habit of the species studied. Tap roots were present in all ten trees excavated, though variable in size and form.",lat-lon approx.,1.524
"Becker et al., 1999","Brunei, Andulau Forest Reserve",Tropical rainfores,NA,evergreen broad-leaf,small tree,NA,Anisophyllea disticha,0.3,excavation,no,> 3000,NA,NA,well-drained (but 60m elevation indicates lower slopes),NA,NA,"2-15cm O, clay-sand, clay increasing below 0.8m",NA,NA,NA,NA,NA,4.6585,114.5193,60,"Rooting depth and the proportion of root surface area in the upper 20 cm of soil did not differ significantly between life-forms because some treelets/shrubs at Andulau were deep-rooted; all saplings studied were deep-rooted. We attribute this strong difference to the lower soil content of available nutrients at Andulau where rainfall shortage is less severe and regular than at Gigante (BCI, Panama, from an earlier study)","An earlier study (Becker amd Castello, 1990) reported that even saplings of trees have deeper roots than mature shrubs. This study compared to that, and found there is no difference between samplings and shrubs rooting depth. The difference is that here there is more rain, shorter dry season, but the nutrient is poor, so that shrubs/treelets have equally deep roots to catch nutrients.",0.3
"Becker et al., 1999","Brunei, Andulau Forest Reserve",Tropical rainfores,NA,evergreen broad-leaf,small tree,NA,Tarenna sp.,0.2,excavation,no,> 3000,NA,NA,well-drained (but 60m elevation indicates lower slopes),NA,NA,"2-15cm O, clay-sand, clay increasing below 0.8m",NA,NA,NA,NA,NA,4.6585,114.5193,60,NA,NA,0.2
"Becker et al., 1999","Brunei, Andulau Forest Reserve",Tropical rainfores,NA,evergreen broad-leaf,small tree,NA,Eurycoma longifolia,1.8,excavation,no,> 3000,NA,NA,well-drained (but 60m elevation indicates lower slopes),NA,NA,"2-15cm O, clay-sand, clay increasing below 0.8m",NA,NA,NA,NA,NA,4.6585,114.5193,60,NA,NA,1.8
"Becker et al., 1999","Brunei, Andulau Forest Reserve",Tropical rainfores,NA,evergreen broad-leaf,small tree,NA,Antidesma cf. leucopodum,1.5,excavation,no,> 3000,NA,NA,well-drained (but 60m elevation indicates lower slopes),NA,NA,"2-15cm O, clay-sand, clay increasing below 0.8m",NA,NA,NA,NA,NA,4.6585,114.5193,60,NA,NA,1.5
"Becker et al., 1999","Brunei, Andulau Forest Reserve",Tropical rainfores,NA,evergreen broad-leaf,shrub,NA,Ixora sp.,1.1000000000000001,excavation,no,> 3000,NA,NA,well-drained (but 60m elevation indicates lower slopes),NA,NA,"2-15cm O, clay-sand, clay increasing below 0.8m",NA,NA,NA,NA,NA,4.6585,114.5193,60,NA,NA,1.1
"Berish, 1982","near Turrialba, Costa Rica",Tropical premontane wet forest,70yr secondary old-growth site,evergreen broad-leaf,tree,NA,NA,1.1000000000000001,soil corning,yes,2700,Jan-Mar dry,NA,NA,NA,NA,weathered pyroclastic,NA,NA,NA,NA,70yr old secondary-growth,9.8799,-83.6662,650,Fine roots are concentrated near the surface esp. at the 70yr old forest site.,mzx depth extrapolated to below 0.85m sampling depth,1.1
"Berndt and Gibbons, 1958","Front Range Rockies, near Denver CO",mountain forest,Edloe gravelly sandy-loam site-1,evergreen needle-leaf,tree,lodgepole pine,Pinus contorta,1.22,exavation,drawings,NA,NA,NA,15% NW slope,NA,NA,"5cm litter, 20cm  coarse gravely loam, granite saprolite",NA,NA,granite,1.22,NA,39.1158,-105.0367,2835,"from a tree 90 yrs old, 23' high, and 5'' d.b. h. Maximum root penetration was 4' and maximum lateral spread was 16'. Although roots frequently penetrated 4', most of the system was in the upper 2' of soil. The main laterals branched frequently into feeder roots and formed a matlike system.","Manitou Experimental Forest… Missouri Gulch Watershed, lat-lon approx.",1.22
"Berndt and Gibbons, 1958","Front Range Rockies, near Denver CO",mountain forest,Edloe gravelly sandy-loam site-2,evergreen needle-leaf,tree,Douglas fir,Pseudotsuga menziesii,1.52,exavation,drawings,NA,NA,NA,25% N slope,NA,NA,"5cm litter, 20cm  coarse gravely loam, granite saprolite",NA,NA,granite,1.37-2,NA,39.1189,-105.0604,2560,"from a tree 80 yrs old, 21' high, 5.5' d. b.h. Maximum root penetration was 5' and maximum lateral spread was 13'… had isolated concentrations of fine roots…pit up-down slope…most roots were downslope from the base of the tree
or less.","Manitou Experimental Forest… Missouri Gulch Watershed, lat-lon approx.",1.52
"Berndt and Gibbons, 1958","Front Range Rockies, near Denver CO",mountain forest,Edloe gravelly sandy-loam site-2,deciduous broad-leaf,shrub,Mountain mahogany,Cercocarpus montanus,1.52,exavation,drawings,NA,NA,NA,25% N slope,NA,NA,"5cm litter, 20cm  coarse gravely loam, granite saprolite",NA,NA,granite,1.37-2,NA,39.1189,-105.0604,2560,The mountain mahogany was 4.5' high; maximum root penetration was 5' and maximum lateral spread was 8',"Manitou Experimental Forest… Missouri Gulch Watershed, lat-lon approx.",1.52
"Berndt and Gibbons, 1958","Front Range Rockies, near Denver CO",mountain forest,Edloe gravelly sandy-loam site-2,perennial,bunch grass,Mountain muhly,Muhlenbergia montana,0.85,exavation,drawings,NA,NA,NA,25% N slope,NA,NA,"5cm litter, 20cm  coarse gravely loam, granite saprolite",NA,NA,granite,1.37-2,NA,39.1189,-105.0604,2560,"Mountain muhly had a fibrous root system consisting of 316 individual roots. The grass was 1' high, 10"" in diameter, and its roots had a maximum penetration of 2.8' and a maximum lateral spread of 1.7'.","Manitou Experimental Forest… Missouri Gulch Watershed, lat-lon approx.",0.85
"Berndt and Gibbons, 1958","Front Range Rockies, near Denver CO",mountain forest,Edloe gravelly sandy-loam site-2,perennial,bunch grass,Arizona fescue,Festuca arizonica,0.85,exavation,drawings,NA,NA,NA,25% N slope,NA,NA,"5cm litter, 20cm  coarse gravely loam, granite saprolite",NA,NA,granite,1.37-2,NA,39.1189,-105.0604,2560,"Arizona fescue also had a fibrous root system, consisting of 290 individual roots. The grass was 2. 3' high, 4"" in diameter, and its roots had a maximum penetration of 2. 8' and a maximum lateral spread of 1. 5'","Manitou Experimental Forest… Missouri Gulch Watershed, lat-lon approx.",0.85
"Berndt and Gibbons, 1958","Front Range Rockies, near Denver CO",mountain forest,Edloe gravelly sandy-loam site-2,evergreen broad-leaf,woody ground cover,Kinnikinnick,Arctostaphylos uva-ursi,0.91,exavation,drawings,NA,NA,NA,25% N slope,NA,NA,"5cm litter, 20cm  coarse gravely loam, granite saprolite",NA,NA,granite,1.37-2,NA,39.1189,-105.0604,2560,Only part of the root system of kinnikinnick was excavated. The main root was a meandering runner just below the surface. From this runner the plant sent aerial shoots upward and feeder roots downward. Plants forming a dense mat up to 7' in diameter were found.,"Manitou Experimental Forest… Missouri Gulch Watershed, lat-lon approx.",0.91
"Berndt and Gibbons, 1958","Front Range Rockies, near Denver CO",mountain forest,Edloe gravelly sandy-loam site-2,deciduous broad-leaf,tree,Quaking aspen,Populus tremuloides,1.52,exavation,drawings,NA,NA,NA,25% N slope,NA,NA,"5cm litter, 20cm  coarse gravely loam, granite saprolite",NA,NA,granite,1.37-2,NA,39.1189,-105.0604,2560,"from a tree 70 yrs old, 26' in height, and 4. 5"" d. b.h. Max root penetration was 5' and max lateral spread was 31'. These aspen roots were rather contorted, often changing direction without apparent cause. Concentrated masses of fine roots, similar to  hose found in Douglas-fir, were noted (see fig. 7). Root development was mainly downslope.","Manitou Experimental Forest… Missouri Gulch Watershed, lat-lon approx.",1.52
"Berndt and Gibbons, 1958","Front Range Rockies, near Denver CO",mountain forest,Edloe gravelly sandy-loam site-2,evergreen needle-leaf,tree,Ponderosa pine,Pinus  ponderosa,1.52,exavation,drawings,NA,NA,NA,25% N slope,NA,NA,"5cm litter, 20cm  coarse gravely loam, granite saprolite",NA,NA,granite,1.37-2,NA,39.1189,-105.0604,2560,"The ponderosa pine was 85 yrs old, 19'high, and 4. 5"" d.b.h. Max root penetration was 5' and max lateral spread was 10'. The roots showed downslope development. No fine roots were found as in the systems of Douglas-fir and aspen, nor was the pine root system as finely branched.","Manitou Experimental Forest… Missouri Gulch Watershed, lat-lon approx.",1.52
"Berndt and Gibbons, 1958","Front Range Rockies, near Denver CO",mountain forest,Chubbs stony-Loam site,deciduous broad-leaf,tree,Quaking aspen,Populus tremuloides,1.28,exavation,drawings,NA,NA,NA,20% N slope,NA,NA,"3-5cm litter, 25cm dark stony-loam, clay loam then stony loam",NA,NA,"limestone, with fin soil in fisures",1.5-2.1,NA,39.1017,-105.0904,2377,"Chubbs soils developed from Madison limestone are calcareous, loose, and fertile… from an aspen tree 97 yrs old, 38' high, and 8. 5"" d.b.h. .. one of the more dense and widespread systems studied. Max penetration was 4.2' and max lateral spread was 48'.","Manitou Experimental Forest… Missouri Gulch Watershed, lat-lon approx.",1.28
"Berndt and Gibbons, 1958","Front Range Rockies, near Denver CO",mountain forest,Chubbs stony-Loam site,evergreen broad-leaf,woody ground cover,Kinnikinnick,Arctostaphylos uva-ursi,0.61,exavation,drawings,NA,NA,NA,20% N slope,NA,NA,"3-5cm litter, 25cm dark stony-loam, clay loam then stony loam",NA,NA,"limestone, with fin soil in fisures",1.5-2.1,NA,39.1017,-105.0904,2377,The small kinnikinnick plant had a root system that penetrated the soil to 2' and a lateral spread of 2.6'. Most of the roots were close to the surface.,"Manitou Experimental Forest… Missouri Gulch Watershed, lat-lon approx.",0.61
"Berndt and Gibbons, 1958","Front Range Rockies, near Denver CO",mountain forest,Chubbs stony-Loam site,evergreen needle-leaf,tree,Douglas fir,Pseudotsuga menziesii,1.46,exavation,drawings,NA,NA,NA,20% N slope,NA,NA,"3-5cm litter, 25cm dark stony-loam, clay loam then stony loam",NA,NA,"limestone, with fin soil in fisures",1.5-2.1,NA,39.1017,-105.0904,2377,"was 72 yrs old, 24' heigh, and 5"" d. b. h… root system had a max penetration of 4.8', and a max lateral spread of 21'. The tree had a many-branched root systenr with several lateral roots originating from the root crown","Manitou Experimental Forest… Missouri Gulch Watershed, lat-lon approx.",1.46
"Berndt and Gibbons, 1958","Front Range Rockies, near Denver CO",mountain forest,Chubbs stony-Loam site,evergreen needle-leaf,tree,Ponderosa pine,Pinus  ponderosa,1.71,exavation,drawings,NA,NA,NA,20% N slope,NA,NA,"3-5cm litter, 25cm dark stony-loam, clay loam then stony loam",NA,NA,"limestone, with fin soil in fisures",1.5-2.1,NA,39.1017,-105.0904,2377,"was from a tree that was 63 yrs old, 25' high, exhibited little branching and had a max penetration of 5.6' and a max lateral spread of 20'.","Manitou Experimental Forest… Missouri Gulch Watershed, lat-lon approx.",1.71
"Berndt and Gibbons, 1958","Front Range Rockies, near Denver CO",mountain forest,Chubbs stony-Loam site,perennial,bunch grass,Mountain muhly,Muhlenbergia montana,1.04,exavation,drawings,NA,NA,NA,20% N slope,NA,NA,"3-5cm litter, 25cm dark stony-loam, clay loam then stony loam",NA,NA,"limestone, with fin soil in fisures",1.5-2.1,NA,39.1017,-105.0904,2377,"plant was 0.5' high and 6"" in diameter… max penetration of the roots was 3.4' and the max lateral spread was 1.3'.","Manitou Experimental Forest… Missouri Gulch Watershed, lat-lon approx.",1.04
"Berndt and Gibbons, 1958","Front Range Rockies, near Denver CO",mountain forest,Chubbs stony-Loam site,deciduous broad-leaf,shrub,Mountain mahogany,Cercocarpus montanus,1.52,exavation,drawings,NA,NA,NA,20% N slope,NA,NA,"3-5cm litter, 25cm dark stony-loam, clay loam then stony loam",NA,NA,"limestone, with fin soil in fisures",1.5-2.1,NA,39.1017,-105.0904,2377,The mountain mahogany plant was 4' high. Its root system had a maximum penetration of 5' and a maximum lateral spread of 10'.,"Manitou Experimental Forest… Missouri Gulch Watershed, lat-lon approx.",1.52
"Berndt and Gibbons, 1958","Front Range Rockies, near Denver CO",mountain forest,Chubbs stony-Loam site,perennial,bunch grass,Arizona fescue,Festuca arizonica,0.94,exavation,drawings,NA,NA,NA,20% N slope,NA,NA,"3-5cm litter, 25cm dark stony-loam, clay loam then stony loam",NA,NA,"limestone, with fin soil in fisures",1.5-2.1,NA,39.1017,-105.0904,2377,"The fibrous root system of Arizona fescue consisted of 780 individual roots... plant was 2.7' high and 6"" in diameter. Max penetration of its roots was 3.1' and max lateral spread was 1.7'. All three root
systems were excavated from the same trench and the diagram shows the
intertwining of the roots.","Manitou Experimental Forest… Missouri Gulch Watershed, lat-lon approx.",0.94
